dteventtime,platid,areaid,worldid,uin,rolechannel,network,create_hour
2020-03-05 00:08:57,1,1,15498,a0254ba57bbc33fad6d28cb3927e309d,10000145,WIFI,0
2020-03-05 00:09:04,0,1,18421,bc0c7c5e79c5227b54d29efd70bb82c8,1001,WIFI,0
2020-03-05 00:09:17,1,1,15498,a3646ed48c04da6451702f63252a11e6,10000145,4G,0
2020-03-05 00:09:18,1,1,25539,611f107d6ee4c8b882ff5d75a4928b85,10000145,WIFI,0
2020-03-05 00:09:34,1,1,25539,87192b4647f7d0efeafb8088841470de,10000145,WIFI,0
2020-03-05 00:09:42,1,1,38741,4144f1c261c2b664905e1dedafb75e70,10040714,WIFI,0
2020-03-05 00:10:03,1,1,6879,a874a7eedea1dd92c679e846c982a4e2,10040714,WIFI,0
2020-03-05 00:10:06,1,1,55463,47f0825422d904522990af3cdb9b7561,10000145,WIFI,0
2020-03-05 00:10:10,0,1,10985,6bba69b1a6253e1fb18f5cf989cf47f2,1001,WIFI,0
2020-03-05 00:10:34,1,1,15498,4a8d409daa7dfe1b84612fe15562fafa,2017,4G,0
2020-03-05 00:10:45,1,1,55463,dbb6d3f5d32a6ea7e9a42dce98667ca6,10000145,WIFI,0
2020-03-05 00:10:54,0,1,10985,caaf39727f62da527ab5a2383620d752,1001,4G,0
2020-03-05 00:11:07,1,1,3256,8ebfc1da48f89f3ef96e54a8e9e661e0,10000145,WIFI,0
2020-03-05 00:11:19,1,1,53346,b8e99f45dc87523e96d4311b915e2c7f,10000145,4G,0
2020-03-05 00:11:23,1,1,53346,b1dc8ebf0fe898edf3fcadec3c052ef9,10000145,WIFI,0
2020-03-05 00:11:48,0,1,18421,aaabaa29c84d4d0611afe94299756a0c,1001,WIFI,0
2020-03-05 00:12:16,1,1,15498,56ab9b8516e6fe2fac3c11763fd80c86,10040714,WIFI,0
2020-03-05 00:12:32,1,1,15498,ab118817634645f9f3c07c8d62d944bf,10040714,WIFI,0
2020-03-05 00:12:42,0,1,35544,8e116dc815500cdbff24def86088ced3,1001,4G,0
2020-03-05 00:13:04,1,1,15498,2acb17225fa36bdc3d8a1688f471c07e,10040714,WIFI,0
2020-03-05 00:13:05,0,1,10985,c9332445747212e01ce43ef1061a69f0,1001,WIFI,0
2020-03-05 00:13:16,0,1,10985,caaf39727f62da527ab5a2383620d752,1001,4G,0
2020-03-05 00:13:16,1,1,53346,c2d38acb819529c0a70b97c0e26e1307,10040714,WIFI,0
2020-03-05 00:13:29,1,1,15498,35663b11d86ff6d19e8a2f939ca11d0a,10040714,WIFI,0
2020-03-05 00:13:31,1,1,55463,7bc2ae54cbd3810d1346ad66844a5e55,10000145,WIFI,0
2020-03-05 00:13:32,1,1,55463,c03adb8bce7150a9b40e82f7f5760d50,10030476,WIFI,0
2020-03-05 00:13:34,1,1,55463,a2e7ecc1af47d432de8f557d24b3f47d,10000145,WIFI,0
2020-03-05 00:13:35,1,2,13886,d003fe9423d8e9d1543498d81486ecf6,10014090,WIFI,0
2020-03-05 00:13:38,1,1,53346,c8faff4754ef972d7995ae92a1bad5ef,10040714,WIFI,0
2020-03-05 00:13:58,1,1,15498,05a8af272f6a1d48be9566c3ca0e199f,10040714,WIFI,0
2020-03-05 00:14:03,1,1,38741,71f726d7c602f170eba9ba734b09679d,10021701,WIFI,0
2020-03-05 00:14:23,1,1,15498,7e24a735a8ded927443f6f25b0d508e6,10040714,WIFI,0
2020-03-05 00:14:24,1,1,15498,f5322f2ee1f8a79e51ae8a9dfadcfebb,10040714,WIFI,0
2020-03-05 00:14:27,0,1,18421,8e116dc815500cdbff24def86088ced3,1001,4G,0
2020-03-05 00:14:36,1,1,38741,cdd7895f095d36e128e6ff734a3a2ee3,10040714,WIFI,0
2020-03-05 00:14:37,1,1,38741,cd4c6c62510267f4ed144a88e0412221,10040714,WIFI,0
2020-03-05 00:14:40,1,1,15498,cc2c981380a41331a9c1c467049722d9,10040714,WIFI,0
2020-03-05 00:14:41,1,1,15498,bf4bca65669ca9ab018b168ba25b8ecf,2017,WIFI,0
2020-03-05 00:14:56,1,1,38741,d3388744e3cba840ccc9354827f4a187,10040714,WIFI,0
2020-03-05 00:15:02,0,1,26648,6172d4828ca3cf8a8e7de0a2d7b30cc9,1001,WIFI,0
2020-03-05 00:15:07,1,1,38741,e82afd7c009178c96d494f548546b202,10040714,WIFI,0
2020-03-05 00:15:08,1,1,15498,036c42052aa14196ef513379f2802e8d,10040714,WIFI,0
2020-03-05 00:15:16,0,1,10985,6260cbc94c50cf284731dd968c39725e,1001,WIFI,0
2020-03-05 00:15:18,1,1,38741,8faed4c18769b0920609cddcc54c5b78,10040714,WIFI,0
2020-03-05 00:15:20,1,1,38741,cd7b18d8781e298c35d87d0b38e8b53a,10040714,WIFI,0
2020-03-05 00:15:24,1,1,53346,e92c694ca47ae50a7aed571d30fd7f85,10040714,WIFI,0
2020-03-05 00:15:26,1,1,15498,7be04c4587b98f33a42d2d3e5b0cccbc,10040714,WIFI,0
2020-03-05 00:15:42,0,1,10985,6c0912551f8c92d4fcdf184b466caff1,1001,WIFI,0
2020-03-05 00:16:03,1,1,53346,8455650b231df2d7ae050bd0a71b8bbb,10040714,WIFI,0
2020-03-05 00:16:11,0,1,26278,d99cf32086688cd1b7aa86ae8504a239,1001,WIFI,0
2020-03-05 00:16:14,1,1,6879,52fcd6562e7658796843de941345fbcf,10040714,WIFI,0
2020-03-05 00:16:25,1,1,53346,18bd00d637cfe51d119103d8e8a498f4,10040714,WIFI,0
2020-03-05 00:16:30,1,1,53346,5f29d33b3617aa5b5e51349d1756219a,10040714,WIFI,0
2020-03-05 00:16:32,1,1,38741,e831cb3d1774029f80c509ebfc3aae02,10040714,WIFI,0
2020-03-05 00:16:38,1,1,15498,333743bdf449cd69de61d9b1a5fb0cfa,10040714,WIFI,0
2020-03-05 00:16:45,1,1,6879,6e7fb03e473cf50e651ef1b34f09eee3,10040714,WIFI,0
2020-03-05 00:16:53,0,1,25343,ea4d03bfe2c1ffb1f1b7351dc91b498e,1001,WIFI,0
2020-03-05 00:16:53,1,1,15498,205f39e107c5bbf4771f40cbb4e7242b,10040714,WIFI,0
2020-03-05 00:16:58,1,1,53346,96be3504ceb70d4aba310d5e8f5f0b40,10040714,WIFI,0
2020-03-05 00:17:04,1,1,38741,50a0315b5ad060333113f207c9e3696a,10040714,WIFI,0
2020-03-05 00:17:06,1,1,53346,1f6c714cbf79a439faaad8e7e4bfd7b9,10040714,WIFI,0
2020-03-05 00:17:10,1,1,6879,d9def8295d325d98207d1207d0773d9d,10040714,WIFI,0
2020-03-05 00:17:11,1,1,38741,65b3e7807660712f6a85e0104fe5a9a6,10040714,WIFI,0
2020-03-05 00:17:19,0,3,10238,849dd7d1336d32ef64d831217f58d452,1001,WIFI,0
2020-03-05 00:17:24,1,1,38741,2cdab9f1b3fc47dfb98e9a7fac41fb18,10040714,WIFI,0
2020-03-05 00:17:30,1,1,53346,0618cf5ca394cf7e52ead2d761407c8f,10040714,WIFI,0
2020-03-05 00:17:44,1,1,53346,6aae4d0a2054fe5c66d65db7a72cfb21,10040714,WIFI,0
2020-03-05 00:17:49,0,1,10985,9024ad3610a3fb48c362ba0cd5cb5b43,1001,WIFI,0
2020-03-05 00:17:53,0,1,10985,6c0912551f8c92d4fcdf184b466caff1,1001,WIFI,0
2020-03-05 00:17:59,1,1,38741,9a17021d7c9b4f8a220211b3e56eacd5,2017,WIFI,0
2020-03-05 00:18:02,1,1,15498,8d7dd8383a9f025a356aaa450e18f95d,2017,WIFI,0
2020-03-05 00:18:11,1,1,15498,2801b3a9780ed54642ddfcd1d1ac9d6b,10040714,WIFI,0
2020-03-05 00:18:18,1,1,15498,c6805de10ff21ca251c16720515d8889,10040714,WIFI,0
2020-03-05 00:18:18,1,1,38741,016d75546e93106cec39a26e92c7474a,2017,WIFI,0
2020-03-05 00:18:22,1,1,38741,3bd48ad317ced47f296bb411e67997d3,10040714,WIFI,0
2020-03-05 00:18:30,1,1,15498,6edbe78a4cd67a535ca398c02f2eb2b6,10040714,WIFI,0
2020-03-05 00:18:40,1,1,53346,4cbb124841be54483b066ebd005bc5d0,10000145,WIFI,0
2020-03-05 00:18:40,1,1,53346,c6d192ce1b00f907b37fed027c493a36,10040714,WIFI,0
2020-03-05 00:18:43,1,1,15498,fd654780287d1e4db67074961a80c246,2017,WIFI,0
2020-03-05 00:18:43,1,1,38741,28871f5647a46adb3822fc92c6360ffa,10040714,WIFI,0
2020-03-05 00:18:46,1,1,55463,30307053f91de68e06723468afde8da3,10000145,4G,0
2020-03-05 00:18:50,1,1,15498,6bf8b91cd724efa5b897e1bab53f33fa,2017,WIFI,0
2020-03-05 00:18:57,1,1,55463,12e9c47b69d143603d7ea1b8a9050429,10000145,WIFI,0
2020-03-05 00:19:00,1,1,55463,f28887fef5ba76257f20fd5d185a2856,2017,WIFI,0
2020-03-05 00:19:03,1,1,53346,edcbe4bf53aac1a525a68a9c4348da6e,10040714,WIFI,0
2020-03-05 00:19:05,1,1,38741,4bf91ce8145928ef3bb67569aa5f5f13,10040714,WIFI,0
2020-03-05 00:19:07,1,1,15498,439d330702d668fcb9b6d59f794374d8,10040714,WIFI,0
2020-03-05 00:19:11,1,1,15498,c7b8eb60d62039c4d8f0668f0de28644,10040714,WIFI,0
2020-03-05 00:19:12,1,1,53346,33de236f7fed8611ae0fd7da8a06ea9c,10040714,WIFI,0
2020-03-05 00:19:15,1,1,38741,800ee5924f6a722688f11a62113fa719,10040714,WIFI,0
2020-03-05 00:19:20,1,1,38741,4e098118c049ecb0260c96c4bc64c1ff,10040714,WIFI,0
2020-03-05 00:19:21,1,1,15498,e78bc28a4d61582da32d87230d116b40,2017,WIFI,0
2020-03-05 00:19:25,0,1,32619,e7ec90e348cd4110f7cfddc9600e46c3,1001,WIFI,0
2020-03-05 00:19:26,1,1,53346,31b0536e62cc1915ae7022a1fe00fde5,10040714,WIFI,0
2020-03-05 00:19:28,1,2,49092,08b17ceea0d134f01f18d1876e55e9bc,2002,4G,0
2020-03-05 00:19:29,1,1,41307,d27e4b3ff573235cd24427d60180a7eb,10040714,WIFI,0
2020-03-05 00:19:43,1,1,53346,f129c23f239b646df143e59db905aabf,10040714,WIFI,0
2020-03-05 00:19:50,1,1,15498,800ee5924f6a722688f11a62113fa719,10040714,WIFI,0
2020-03-05 00:19:56,1,1,53346,6f801efa637d5a7e08622a14efc75500,10040714,WIFI,0
2020-03-05 00:19:59,1,2,13886,47bd5aa5c95bce0099f81f624626f540,10040714,WIFI,0
2020-03-05 00:20:12,1,1,38741,765769fbfb202acb56e07536e6a836cf,10040714,WIFI,0
2020-03-05 00:20:22,1,1,6879,b9b44475b42296295ab7bc318b25a1dc,10040714,WIFI,0
2020-03-05 00:20:30,1,1,38741,dc709e840931f16495281e44f3a09078,2017,WIFI,0
2020-03-05 00:20:30,1,1,38741,cb30de09112a49d108c08e26029311ac,2017,WIFI,0
2020-03-05 00:20:31,1,1,15498,1ec8396d8e6de42f4b00a8678bab49ce,10040714,WIFI,0
2020-03-05 00:20:35,1,1,15498,edcbe4bf53aac1a525a68a9c4348da6e,10040714,WIFI,0
2020-03-05 00:20:35,1,1,6879,0a510701e5799c5834fb03ff8dff4146,10040714,WIFI,0
2020-03-05 00:20:41,1,1,53346,23ad4f2690f0de1988fee767644e65e9,2017,WIFI,0
2020-03-05 00:20:44,0,1,25343,b07ed4e358e42ec3e972b91e0b23daaa,1001,WIFI,0
2020-03-05 00:20:47,1,1,25539,4fb8dd9b00b4f92a468c680b730dbe93,10000145,WIFI,0
2020-03-05 00:20:49,0,2,20868,fd97049b3ca4e9c285811c25cd59d82a,1001,4G,0
2020-03-05 00:20:50,1,1,25539,92004dc45fa0df1dc8b20dcfc03e6e98,10040714,WIFI,0
2020-03-05 00:20:53,1,1,53346,b2dcc5c49b81cf974c9debbc0d975102,10040714,WIFI,0
2020-03-05 00:20:56,1,1,15498,47b197fa74984395188508b182aaaae8,10040714,WIFI,0
2020-03-05 00:20:58,1,1,55463,eeea77e820ca50e076e8005ea73641a1,10000145,WIFI,0
2020-03-05 00:20:59,1,1,38741,6a08b373ee40e53130bad11c01eb2ebe,2017,WIFI,0
2020-03-05 00:21:02,1,1,53346,342dfe2c46b6749fcc1516573d62a2b2,10040714,WIFI,0
2020-03-05 00:21:07,1,1,53346,ceb993fb68fe9f5138e05d3220bacf3d,10040714,WIFI,0
2020-03-05 00:21:13,1,1,6879,7e2f2ca8cf264d292e36dd81b2fbebdd,10040714,WIFI,0
2020-03-05 00:21:14,1,1,15498,d87b715f139169347af7699e22c24301,2017,WIFI,0
2020-03-05 00:21:23,1,1,53346,eaa626cc79c50cd53548e751a28c2e63,10040714,WIFI,0
2020-03-05 00:21:23,1,1,53346,8c4dbc1093a8bf2abea0cec735667d04,10040714,WIFI,0
2020-03-05 00:21:27,1,1,55463,0bc659b03a71adbedfe0aee60d213892,2002,WIFI,0
2020-03-05 00:21:29,1,1,15498,ba7ec6e7eb5705be8ab136b6987fcb60,10040714,WIFI,0
2020-03-05 00:21:31,1,1,6879,54474dde78a391b79371ac86ea1a6c0d,10040714,WIFI,0
2020-03-05 00:21:36,1,1,38741,e9d24b680ff804941b023efb75e3ba64,10040714,WIFI,0
2020-03-05 00:21:41,1,1,53346,528fe32cc179c16a0bd49852a8881a0b,10040714,WIFI,0
2020-03-05 00:21:47,1,1,15498,8fef1f873bf8c721bdcc9dc5c76a447c,2017,WIFI,0
2020-03-05 00:21:50,1,1,6879,8caa29b56d799c5ca07173ab87866ce4,10040714,WIFI,0
2020-03-05 00:22:11,1,1,53346,1aed72f6919d6b2d48de668a6819a4aa,10030476,WIFI,0
2020-03-05 00:22:12,1,1,38741,82f4c61397847e61a1d0667bfc20cad0,2017,WIFI,0
2020-03-05 00:22:14,0,1,10985,6c0912551f8c92d4fcdf184b466caff1,1001,WIFI,0
2020-03-05 00:22:23,1,1,53346,428aa1b090e8e181a71fd9e0d45c9bf1,10040714,WIFI,0
2020-03-05 00:22:37,1,1,38741,e3a4a9a08c3d0081dd7045bc9fba11d2,10040714,WIFI,0
2020-03-05 00:22:41,1,1,15498,627a055586aae4dffbb60baffb4f64b4,2017,WIFI,0
2020-03-05 00:22:43,1,1,53346,6e155fa06e017956be3e478040e6e2d1,2017,WIFI,0
2020-03-05 00:23:08,1,1,53346,8e1a3675bbad9f6b09a84c4dafc32250,10040714,WIFI,0
2020-03-05 00:23:08,0,1,10985,2e19cfe59106b8f5def4919692bb2a3b,1001,WIFI,0
2020-03-05 00:23:08,1,1,15498,978d78d8c66721cd14260df79d00bfa4,2017,WIFI,0
2020-03-05 00:23:10,1,1,15498,3bd48ad317ced47f296bb411e67997d3,10040714,WIFI,0
2020-03-05 00:23:13,1,1,15498,b5707a7c4fda2185789226304fb91fbf,10040714,WIFI,0
2020-03-05 00:23:19,0,2,60967,bee0cf9904b10f97d8c3029168defdac,1001,4G,0
2020-03-05 00:23:21,1,1,38741,5284b4a260be6b174e550add6eacf366,10040714,WIFI,0
2020-03-05 00:23:21,1,1,53346,e9df35c51aed29d5b166b05d3d35c8f7,10040714,WIFI,0
2020-03-05 00:23:30,1,1,15498,61b92128bc17c203a8a2da848f9a293c,10040714,WIFI,0
2020-03-05 00:23:32,1,1,6879,59a69a1a5cbb80eb51ff3652e15b9796,10040714,WIFI,0
2020-03-05 00:23:38,0,1,10985,f91e103f0db7aa351183a876d660f6e1,1001,4G,0
2020-03-05 00:23:41,1,1,53346,99df4c7ceadb59ce7ac22b44db86d89c,10040714,WIFI,0
2020-03-05 00:23:42,1,1,38741,c1a634c3c5c7be6e1e1626992d993164,2017,WIFI,0
2020-03-05 00:23:42,1,1,38741,51885e8af6e106d63afc8e38285c8e37,10040714,WIFI,0
2020-03-05 00:23:52,1,1,15498,900e56cc2833b4eb59b0a1c547dbf286,10040714,WIFI,0
2020-03-05 00:23:52,1,1,53346,959fd9ccfe27b0563a15e053507c48dd,10040714,WIFI,0
2020-03-05 00:23:58,1,1,6879,5df6528360ef9a09fbae00d9212b75df,10040714,WIFI,0
2020-03-05 00:24:01,1,1,38741,9bcb9ebb1e89330649ea88c7d0e88b43,2017,WIFI,0
2020-03-05 00:24:07,0,1,25343,ad677e820fce10e79587e380b1a31408,1001,WIFI,0
2020-03-05 00:24:12,1,1,6879,95fe2e463112faf310086e2606f11195,10040714,WIFI,0
2020-03-05 00:24:16,1,1,15498,b100e23ef258006c8a17b2202c605ab0,10040714,WIFI,0
2020-03-05 00:24:20,1,1,53346,56a4093e70c92f3b0c8df3592766301b,10040714,WIFI,0
2020-03-05 00:24:21,0,3,61221,4f5ed3e1a35b1ffeab987253c7e01dfb,1001,4G,0
2020-03-05 00:24:21,1,1,53346,6f2d0bdb04d6253b9460ef79fa5c5fb5,2017,4G,0
2020-03-05 00:24:30,1,1,53346,3a788f49fe8ab783220409a0befb5312,10040714,WIFI,0
2020-03-05 00:24:32,0,1,10985,327c8bf19dcfc31f05e9178e173dfd07,1001,4G,0
2020-03-05 00:24:33,1,1,55463,4ddff01f558ad161df4005057d79ae54,10000145,WIFI,0
2020-03-05 00:24:36,0,1,10985,6260cbc94c50cf284731dd968c39725e,1001,WIFI,0
2020-03-05 00:24:36,1,1,53346,acfb7dcf6e6d769cff0541eef44be720,10040714,WIFI,0
2020-03-05 00:24:36,1,1,15498,8928006f24a6c22fb642d2cbb3fcafe9,10040714,WIFI,0
2020-03-05 00:24:38,1,1,53346,706f3b6a14e28e91368710742fc0da80,10000145,WIFI,0
2020-03-05 00:24:38,1,1,46984,e49ec0fdcc7138a86106a12a2614bfa0,10040714,WIFI,0
2020-03-05 00:24:39,1,1,6879,4d61bbd3f4d13c3f2c07a2ca1f82825e,10040714,WIFI,0
2020-03-05 00:24:41,1,1,38741,9e4853c47f35be9bff6d7869d24a5523,10040714,WIFI,0
2020-03-05 00:24:41,1,1,53346,92dc825e71c86546f9500aa94a460e00,10040714,WIFI,0
2020-03-05 00:24:53,1,1,55463,67248fdb9bbd53fc83f7bf750ee091d9,10000145,WIFI,0
2020-03-05 00:24:54,1,1,53346,9319b705a15c0db13ed7dd7a9df81118,10040714,WIFI,0
2020-03-05 00:24:59,1,1,55463,e692abab98017dbeea87d38225b67c00,10000145,WIFI,0
2020-03-05 00:24:59,1,1,41307,8bc6323ba11a0bf16c7bb0a62aa21eb4,10002483,WIFI,0
2020-03-05 00:25:03,1,1,55463,bd14415386a405d63c5078840bcfc801,10000145,4G,0
2020-03-05 00:25:03,1,1,6879,69606c6078e97142a845235eaae2b09c,10040714,WIFI,0
2020-03-05 00:25:04,1,1,15498,e1e5371b6d4abdcaa0e21162a4125c36,10040714,WIFI,0
2020-03-05 00:25:07,1,1,53346,9a17021d7c9b4f8a220211b3e56eacd5,2017,WIFI,0
2020-03-05 00:25:10,1,1,53346,12f7e11f28a9bc79ad40805b3928d279,10000145,4G,0
2020-03-05 00:25:12,1,1,15498,de1475c27e773fb2eba4d8018403c474,10040714,WIFI,0
2020-03-05 00:25:15,0,1,31999,3534a1d0b5747748604e7766839f01c2,1001,WIFI,0
2020-03-05 00:25:19,1,1,6879,48ac2ade0408dc64ce49cb32a2cce2ab,10040714,WIFI,0
2020-03-05 00:25:21,1,2,32463,365d6b7749b1a06ea231a5d9c63334c7,10000144,WIFI,0
2020-03-05 00:25:23,1,1,38741,1f4160376480b36e95a70a0317d60bb8,10040714,WIFI,0
2020-03-05 00:25:27,1,1,15498,a0f50f910ef3b98ffe6a53d32eb2aa24,10040714,WIFI,0
2020-03-05 00:25:34,1,1,53346,17c874190ae62dacd2eac5be2f165466,10040714,WIFI,0
2020-03-05 00:25:35,1,1,38741,6edbe78a4cd67a535ca398c02f2eb2b6,10040714,WIFI,0
2020-03-05 00:25:39,1,1,53346,f8819c424080a304865ecc13e2171a23,10040714,WIFI,0
2020-03-05 00:25:41,1,1,55463,eeea77e820ca50e076e8005ea73641a1,10000145,WIFI,0
2020-03-05 00:25:44,1,1,15498,280e0852d3fecd3dfff1e58602413525,10040714,WIFI,0
2020-03-05 00:25:44,1,1,53346,a88405aa758a0201e2550c179167c104,10040714,WIFI,0
2020-03-05 00:25:54,1,1,6879,25bea4a440c6ab3953fbccb72ac473d6,10040714,WIFI,0
2020-03-05 00:26:07,1,1,38741,54d698621f5d85824e3851922222695f,10040714,WIFI,0
2020-03-05 00:26:09,1,1,38741,589bf0d968a2fd6dc5c930948e5f0862,10040714,WIFI,0
2020-03-05 00:26:09,1,1,6879,5a51e8c6fc01ec798e3e16892de25cd0,10040714,WIFI,0
2020-03-05 00:26:15,1,1,53346,839e423a7c0a594d559dfdda4519418f,10040714,WIFI,0
2020-03-05 00:26:17,1,1,15498,179237ca91ebfee66fc2f0f1a5a65601,10040714,WIFI,0
2020-03-05 00:26:20,1,1,15498,1ae0d7a4d5ecc07bec6b5ae397efe7f7,10040714,WIFI,0
2020-03-05 00:26:22,1,1,53346,f0842f0bbc068c6f63ecad36c96117fa,10040714,WIFI,0
2020-03-05 00:26:22,1,1,38741,2801b3a9780ed54642ddfcd1d1ac9d6b,10040714,WIFI,0
2020-03-05 00:26:22,1,1,55463,fab8a153db11729bca50a6c19a435c2f,10000144,WIFI,0
2020-03-05 00:26:23,1,1,15498,86f3514d49fe9001be492736d89816af,10040714,WIFI,0
2020-03-05 00:26:26,1,1,6879,9a624ab41107a5e8e4c88cc3dfd6b9a4,10040714,WIFI,0
2020-03-05 00:26:28,1,1,53346,079300fc47311c5e8d3c7466b6cc6f8b,10040714,WIFI,0
2020-03-05 00:26:33,0,3,20868,2ff554ba33a86a7744f5f536869e26ab,1001,WIFI,0
2020-03-05 00:26:34,1,1,38741,c2637ec66adeebbb57a66d2dd8a64ef7,10040714,WIFI,0
2020-03-05 00:26:35,1,1,53346,b5707a7c4fda2185789226304fb91fbf,10040714,WIFI,0
2020-03-05 00:26:41,1,1,38741,49379dd0972714e9f72184269639f876,2017,WIFI,0
2020-03-05 00:26:45,1,1,15498,cd2ce20432896cb6f2192d238e110a2b,10040714,WIFI,0
2020-03-05 00:26:49,1,1,53346,4da8befd98725c92f350e1eec072a80f,10040714,WIFI,0
2020-03-05 00:26:51,1,1,41307,d3a37a2571bd4b1c98ef0311ae481124,10040887,WIFI,0
2020-03-05 00:26:52,1,1,53346,35d824b8b899983c81e4203900600a67,10040714,WIFI,0
2020-03-05 00:26:53,0,1,18421,ecb60373ae2cd00c2c26693f681664b0,1001,4G,0
2020-03-05 00:27:01,1,1,38741,3125c14ebfbcbfdaa8b25dbd1732563e,10040714,WIFI,0
2020-03-05 00:27:01,1,1,55463,6590abfaaa830fdd3a96ac79ddf60f84,10000145,WIFI,0
2020-03-05 00:27:09,1,1,15498,ea6639d23786da9a72b1dc6f942156ca,10040714,WIFI,0
2020-03-05 00:27:09,1,1,6879,1bac3e85fe7971089798d6c455a99063,10040714,WIFI,0
2020-03-05 00:27:11,1,1,53346,b145165b608fba1ab5e4dce5965465b3,10040714,WIFI,0
